Path,Attribute,Type,Required,Size,Pattern,Example,Description,Constraints
"ArrivalNotice / references / referenceType",referenceType,string,yes,3,,FF,"One of the reference type codes defined by DCSA. Possible values are:
 * FF (Freight Forwarder's Reference)
 * SI (Shipper's Reference)
 * SPO (Shippers Purchase Order Reference)
 * CPO (Consignees Purchase Order Reference)
 * CR (Customer's Reference)
 * AAO (Consignee's Reference)
 * ECR (Empty container release reference)
 * CSI (Customer shipment ID)
 * BPR (Booking party reference number)
 * BID (Booking Request ID)
 * SAC (Shipping Agency Code)",
"ArrivalNotice / references / value",value,string,yes,100,,XYZ1234,"Reference value",
"ArrivalNotice / returnInstructions",returnInstructions,string,,500,,"Please place the container...","Return instructions",
"ArrivalNotice / returnLocation",returnLocation,Location,,,,,"Return location",
"ArrivalNotice / returnLocation / address",address,Address,,,,,,
"ArrivalNotice / returnLocation / address / city",city,string,,35,,Amsterdam,City,
"ArrivalNotice / returnLocation / address / countryCode",countryCode,string,,2,"^[A-Z]{2}$",NL,"The 2 characters for the country code using [ISO 3166-1 alpha-2](https://www.iso.org/obp/ui/#iso:pub:PUB500001:en)

When the country code is required but not applicable, use the code `ZZ`.",
"ArrivalNotice / returnLocation / address / floor",floor,string,,50,,2nd,Floor,
"ArrivalNotice / returnLocation / address / poBox",poBox,string,,20,,12345,"P.O. box",
"ArrivalNotice / returnLocation / address / postCode",postCode,string,,10,,"1234 AB","Post code",
"ArrivalNotice / returnLocation / address / stateRegion",stateRegion,string,,65,,"North Holland","State or region",
"ArrivalNotice / returnLocation / address / street",street,string,,70,,"Example St.",Street,
"ArrivalNotice / returnLocation / address / streetNumber",streetNumber,string,,50,,123,"Street number",
"ArrivalNotice / returnLocation / facilityCode",facilityCode,string,,6,"^\S(?:.*\S)?$",CTA,"Facility code in the list provided by `facilityCodeListProvider`",
"ArrivalNotice / returnLocation / facilityCodeListProvider",facilityCodeListProvider,string,,,,BIC,"The provider of the code list in which `facilityCode` is defined.
 * `BIC` - BIC Facility Codes; details [here](https://www.bic-code.org/facility-codes/)
 * `SMDG` - Ship Message Design Group; details [here](https://www.bic-code.org/facility-codes/)",
"ArrivalNotice / returnLocation / locationName",locationName,string,,100,,"Port of Amsterdam","Location name",
"ArrivalNotice / returnLocation / unLocationCode",unLocationCode,string,,5,"^[A-Z]{2}[A-Z2-9]{3}$",NLAMS,"The UN Location code identifying a certain location. The pattern used must be:
* 2 characters for the country code using ISO 3166-1 alpha-2
* 3 characters to code a location within that country (using letters A-Z and numbers from 2-9)

Additional information can be found [here](https://unece.org/trade/cefact/UNLOCODE-Download).",
"ArrivalNotice / termsAndConditions",termsAndConditions,string,yes,50000,,"These terms and conditions define...","Carrier terms and conditions of transport.",
"ArrivalNotice / transport",transport,Transport,yes,,,,,
"ArrivalNotice / transport / departureDate",departureDate,string,yes,,"^\d{4}-\d{2}-\d{2}$",2025-01-23,"The date of departure from the location where the cargo is handed over by the shipper, or his agent,
to the shipping line. This can refer either to the Place of Receipt or the Port of Loading.",
"ArrivalNotice / transport / dischargeLocation",dischargeLocation,Location,,,,,"The location where the equipment is discharged from the last mother vessel arriving at the destination country.",
"ArrivalNotice / transport / dischargeLocation / address",address,Address,,,,,,
"ArrivalNotice / transport / dischargeLocation / address / city",city,string,,35,,Amsterdam,City,
"ArrivalNotice / transport / dischargeLocation / address / countryCode",countryCode,string,,2,"^[A-Z]{2}$",NL,"The 2 characters for the country code using [ISO 3166-1 alpha-2](https://www.iso.org/obp/ui/#iso:pub:PUB500001:en)

When the country code is required but not applicable, use the code `ZZ`.",
"ArrivalNotice / transport / dischargeLocation / address / floor",floor,string,,50,,2nd,Floor,
"ArrivalNotice / transport / dischargeLocation / address / poBox",poBox,string,,20,,12345,"P.O. box",
"ArrivalNotice / transport / dischargeLocation / address / postCode",postCode,string,,10,,"1234 AB","Post code",
"ArrivalNotice / transport / dischargeLocation / address / stateRegion",stateRegion,string,,65,,"North Holland","State or region",
"ArrivalNotice / transport / dischargeLocation / address / street",street,string,,70,,"Example St.",Street,
"ArrivalNotice / transport / dischargeLocation / address / streetNumber",streetNumber,string,,50,,123,"Street number",
"ArrivalNotice / transport / dischargeLocation / facilityCode",facilityCode,string,,6,"^\S(?:.*\S)?$",CTA,"Facility code in the list provided by `facilityCodeListProvider`",
"ArrivalNotice / transport / dischargeLocation / facilityCodeListProvider",facilityCodeListProvider,string,,,,BIC,"The provider of the code list in which `facilityCode` is defined.
 * `BIC` - BIC Facility Codes; details [here](https://www.bic-code.org/facility-codes/)
 * `SMDG` - Ship Message Design Group; details [here](https://www.bic-code.org/facility-codes/)",
"ArrivalNotice / transport / dischargeLocation / locationName",locationName,string,,100,,"Port of Amsterdam","Location name",
"ArrivalNotice / transport / dischargeLocation / unLocationCode",unLocationCode,string,,5,"^[A-Z]{2}[A-Z2-9]{3}$",NLAMS,"The UN Location code identifying a certain location. The pattern used must be:
* 2 characters for the country code using ISO 3166-1 alpha-2
* 3 characters to code a location within that country (using letters A-Z and numbers from 2-9)

Additional information can be found [here](https://unece.org/trade/cefact/UNLOCODE-Download).",
